id , user1, user2
5569 , 1529884 , 1938
5570 , 539801 , 11804
5571 , 1201982 , 235
5572 , 2035660 , 333870
5573 , 1424043 , 607
5574 , 1330374 , 359478
5575 , 129672 , 2752
5576 , 978653 , 2354
5577 , 814842 , 2421
5578 , 988267 , 1871191
5579 , 958718 , 6314
5580 , 1207263 , 1271
5581 , 1880672 , 874716
5582 , 1773314 , 8219
5583 , 5460 , 1068716
5584 , 741 , 420046
5585 , 691199 , 12227
5586 , 176789 , 6725
5587 , 1612838 , 228962
5588 , 1405849 , 132882
5589 , 1630387 , 1840
5590 , 745604 , 6137
5591 , 1623160 , 2028
5592 , 1660467 , 532
5593 , 1448090 , 3804
5594 , 2468 , 858971
5595 , 4406 , 8605
5596 , 222674 , 3930
5597 , 1468182 , 4328
5598 , 715 , 1290774
5599 , 1182123 , 1857620
5600 , 313562 , 628669
5601 , 1789577 , 1887587
5602 , 1992523 , 1568555
5603 , 60301 , 11589
5604 , 1000337 , 10685
5605 , 1462271 , 1939494
5606 , 446614 , 1241
5607 , 1852656 , 9658
5608 , 29113 , 156
5609 , 1379584 , 3548
5610 , 609682 , 3800
5611 , 681919 , 1650600
5612 , 876993 , 2051282
5613 , 1978837 , 114464
5614 , 1673547 , 12293
5615 , 213348 , 10316
5616 , 3981 , 1283425
5617 , 1782922 , 5721
5618 , 1840301 , 1304
5619 , 1008605 , 2186
5620 , 837232 , 1853
5621 , 1916179 , 1300
5622 , 797698 , 578280
5623 , 1703874 , 664916
5624 , 1727367 , 14070
5625 , 734513 , 934
5626 , 1088102 , 851408
5627 , 1903773 , 14428
5628 , 498599 , 1017984
5629 , 11808 , 1961126
5630 , 402 , 606822
5631 , 1643959 , 981
5632 , 760135 , 5177
5633 , 6224 , 11551
5634 , 273167 , 394650
5635 , 412074 , 4093
5636 , 1266292 , 1284412
5637 , 562966 , 13692
5638 , 1534899 , 1077576
5639 , 1009289 , 7593
5640 , 1336980 , 1628558
5641 , 1643475 , 228
5642 , 1857266 , 4621
5643 , 7789 , 3617
5644 , 276010 , 1818200
5645 , 776054 , 189804
5646 , 107236 , 51
5647 , 591335 , 1114106
5648 , 471247 , 1155747
5649 , 1111082 , 1867602
5650 , 850332 , 7607
5651 , 2376 , 1377385
5652 , 1163148 , 807461
5653 , 1062069 , 2624
5654 , 307907 , 8342
5655 , 822714 , 3313
5656 , 1354072 , 4611
5657 , 363167 , 7750
5658 , 1219789 , 6061
5659 , 1052368 , 428013
5660 , 8788 , 5435
5661 , 1611769 , 1739027
5662 , 773905 , 2434
5663 , 140327 , 7114
5664 , 1240468 , 12852
5665 , 917382 , 1895500
5666 , 8144 , 185695
5667 , 6206 , 10810
5668 , 1538335 , 8641
5669 , 7505 , 548740
5670 , 1682839 , 1840
5671 , 2023640 , 314319
5672 , 10562 , 857065
5673 , 1304036 , 4490
5674 , 1286944 , 14308
5675 , 1201866 , 10862
5676 , 577564 , 1696
5677 , 1963084 , 10094
5678 , 126281 , 10457
5679 , 1077576 , 10765
5680 , 480738 , 1529
5681 , 2775 , 1237820
5682 , 5182 , 1216792
5683 , 592862 , 326414
5684 , 1322360 , 1201488
5685 , 1698943 , 8983
5686 , 4848 , 13381
5687 , 1723005 , 960
5688 , 854199 , 6349
5689 , 1143874 , 8816
5690 , 130373 , 10975
5691 , 1680273 , 71
5692 , 683122 , 1404912
5693 , 1744019 , 5431
5694 , 1133238 , 7116
5695 , 395 , 10772
5696 , 1845681 , 3159
5697 , 519737 , 1650477
5698 , 569367 , 8993
5699 , 466210 , 2460
5700 , 1320814 , 8001
5701 , 6838 , 1031002
5702 , 318150 , 1078
5703 , 498778 , 164726
5704 , 908476 , 911
5705 , 1570379 , 5699
5706 , 1418716 , 242879
5707 , 384141 , 1672
5708 , 2028368 , 418304
5709 , 527616 , 1318994
5710 , 702277 , 1938091
5711 , 25075 , 472457
5712 , 1717846 , 1959
5713 , 7488 , 7918
5714 , 475689 , 1448980
5715 , 1171262 , 6506
5716 , 2010359 , 616
5717 , 1251006 , 5297
5718 , 1710973 , 1810
5719 , 1008425 , 3651
5720 , 823263 , 838185
5721 , 249296 , 1540426
5722 , 1638353 , 5154
5723 , 525639 , 487300
5724 , 912145 , 3592
5725 , 1146415 , 247009
5726 , 144783 , 189779
5727 , 350773 , 192942
5728 , 490629 , 9375
5729 , 683122 , 523547
5730 , 733545 , 1938559
5731 , 12350 , 151490
5732 , 1819273 , 245711
5733 , 1125811 , 7920
5734 , 392375 , 1203991
5735 , 1744181 , 124
5736 , 995402 , 1306
5737 , 281495 , 2628
5738 , 401427 , 363
5739 , 1626426 , 654784
5740 , 406453 , 3800
5741 , 95893 , 8564
5742 , 574547 , 795
5743 , 1677717 , 1045780
5744 , 156754 , 1295667
5745 , 2658 , 1366209
5746 , 854044 , 1804781
5747 , 687221 , 1496764
5748 , 344914 , 5547
5749 , 2017025 , 597
5750 , 1007115 , 3305
5751 , 1641977 , 1513404
5752 , 55586 , 3827
5753 , 1622942 , 10246
5754 , 1291944 , 2249
5755 , 589577 , 1629525
5756 , 532569 , 4927
5757 , 11804 , 2024966
5758 , 1194 , 742021
5759 , 3479 , 1252553
5760 , 937905 , 6713
5761 , 864143 , 871791
5762 , 1630842 , 1449379
5763 , 1059476 , 13975
5764 , 1783661 , 1947331
5765 , 236535 , 80
5766 , 1258210 , 12494
5767 , 1084279 , 846474
5768 , 1801709 , 8336
5769 , 1049591 , 1683661
5770 , 802747 , 1231966
5771 , 503369 , 3735
5772 , 1437699 , 1440386
5773 , 1534899 , 7736
5774 , 12000 , 639759
5775 , 906690 , 10144
5776 , 288774 , 1174
5777 , 1354224 , 249056
5778 , 5116 , 1491582
5779 , 1928437 , 5365
5780 , 1302845 , 4486
5781 , 5202 , 720357
5782 , 789855 , 882071
5783 , 779023 , 9110
5784 , 1183054 , 470
5785 , 737102 , 2152
5786 , 1518247 , 844637
5787 , 369294 , 7022
5788 , 282973 , 1355738
5789 , 1349537 , 765
5790 , 883872 , 12463
5791 , 12590 , 281560
5792 , 8641 , 499917
5793 , 1820203 , 4606
5794 , 1283425 , 511
5795 , 1965742 , 943611
5796 , 1199696 , 1976301
5797 , 1340139 , 939973
5798 , 391009 , 3159
5799 , 1570368 , 1479020
5800 , 905040 , 6478
5801 , 1750084 , 186
5802 , 10544 , 1475
5803 , 1026164 , 709897
5804 , 1312636 , 4538
5805 , 1855715 , 12508
5806 , 835187 , 5426
5807 , 1886000 , 400169
5808 , 1635210 , 571
5809 , 374554 , 186227
5810 , 1939651 , 12237
5811 , 751650 , 1283764
5812 , 1626267 , 9887
5813 , 95211 , 6292
5814 , 1778356 , 144885
5815 , 1409 , 1179261
5816 , 2042612 , 1770863
5817 , 1417922 , 6743
5818 , 480552 , 1324
5819 , 7789 , 649939
5820 , 922499 , 1855625
5821 , 1167243 , 12392
5822 , 1009030 , 7550
5823 , 1631466 , 2061
5824 , 1611229 , 2185
5825 , 1627334 , 671
5826 , 790483 , 10055
5827 , 1343450 , 1704288
5828 , 422455 , 1244
5829 , 113060 , 2520
5830 , 1156946 , 1864806
5831 , 1650679 , 2048
5832 , 365108 , 1458846
5833 , 1619261 , 2025583
5834 , 1500602 , 618775
5835 , 1183707 , 3109
5836 , 185093 , 1529
5837 , 13641 , 542982
5838 , 1198660 , 966072
5839 , 8955 , 1494227
5840 , 1101156 , 5643
5841 , 1069994 , 3571
5842 , 924 , 1800140
5843 , 240306 , 6279
5844 , 897644 , 6379
5845 , 132561 , 1943900
5846 , 254371 , 2112
5847 , 500005 , 4925
5848 , 2009224 , 2033618
5849 , 1484202 , 14145
5850 , 699834 , 923
5851 , 1979317 , 1362
5852 , 4523 , 1888100
5853 , 1228335 , 2977
5854 , 11135 , 1053880
5855 , 1388745 , 1690
5856 , 627267 , 1366
5857 , 757769 , 6296
5858 , 842380 , 579864
5859 , 731500 , 7317
5860 , 1018696 , 82
5861 , 486297 , 2099
5862 , 1127796 , 507
5863 , 855142 , 64
5864 , 1445446 , 536
5865 , 309942 , 71
5866 , 1702443 , 8888
5867 , 1407973 , 1300
5868 , 614927 , 109
5869 , 730770 , 5745
5870 , 45627 , 12758
5871 , 202992 , 1632102
5872 , 235213 , 14451
5873 , 4078 , 567756
5874 , 1746914 , 2283
5875 , 1263898 , 1845296
5876 , 1549463 , 10272
5877 , 1257327 , 7033
5878 , 577757 , 12709
5879 , 1845677 , 2994
5880 , 852050 , 204
5881 , 13307 , 1075972
5882 , 1938933 , 3159
5883 , 1678751 , 1033388
5884 , 1358498 , 10954
5885 , 1689810 , 1574093
5886 , 720389 , 2465
5887 , 880721 , 8483
5888 , 120101 , 8336
5889 , 430546 , 1333
5890 , 213000 , 6210
5891 , 753032 , 1480755
5892 , 1101354 , 375
5893 , 395777 , 3800
5894 , 712637 , 9339
5895 , 1300366 , 1004764
5896 , 1311679 , 1638479
5897 , 549 , 447
5898 , 1002161 , 1768
5899 , 846 , 1841939
5900 , 79213 , 577
5901 , 133567 , 1438057
5902 , 1823945 , 7804
5903 , 947144 , 3348
5904 , 1889744 , 614927
5905 , 1471291 , 207
5906 , 919386 , 3800
5907 , 1919939 , 140
5908 , 6921 , 247009
5909 , 2028913 , 1806
5910 , 1439698 , 1696196
5911 , 193195 , 10975
5912 , 225262 , 1713160
5913 , 1393 , 1893453
5914 , 11904 , 466709
5915 , 954196 , 1319
5916 , 368499 , 4796
5917 , 13649 , 203664
5918 , 56028 , 1050
5919 , 165111 , 185375
5920 , 1345951 , 6453
5921 , 1610560 , 1050
5922 , 163865 , 369994
5923 , 2058 , 202086
5924 , 1384068 , 507835
5925 , 11155 , 483551
5926 , 6780 , 1486707
5927 , 1732647 , 8081
5928 , 461165 , 3579
5929 , 735013 , 10709
5930 , 1887115 , 6035
5931 , 1505343 , 1561929
5932 , 100975 , 2935
5933 , 1944221 , 583067
5934 , 1845520 , 8488
5935 , 126107 , 6838
5936 , 750441 , 925084
5937 , 1952003 , 4460
5938 , 227477 , 10709
5939 , 1575887 , 6528
5940 , 576137 , 7145
5941 , 2024424 , 8557
5942 , 1860094 , 760135
5943 , 433937 , 4049
5944 , 124249 , 4834
5945 , 1343270 , 8523
5946 , 1159342 , 389763
5947 , 151490 , 2284
5948 , 1081663 , 6341
5949 , 786955 , 9228
5950 , 1909994 , 7745
5951 , 916432 , 10714
5952 , 114137 , 1090077
5953 , 107935 , 1047211
5954 , 418353 , 4467
5955 , 9856 , 1093120
5956 , 1971177 , 125291
5957 , 543868 , 10077
5958 , 1932242 , 8634
5959 , 698945 , 110
5960 , 1035318 , 958625
5961 , 1390577 , 5682
5962 , 1612253 , 2077
5963 , 1832603 , 14451
5964 , 1849365 , 2639
5965 , 409529 , 1806104
5966 , 416675 , 1638
5967 , 965314 , 674134
5968 , 1331520 , 11208
5969 , 2044019 , 824
5970 , 792827 , 10989
5971 , 865388 , 103258
5972 , 574756 , 705596
5973 , 540526 , 1577644
5974 , 1566766 , 2658
5975 , 1655520 , 7654
5976 , 415333 , 4876
5977 , 1316291 , 1622
5978 , 1320912 , 12852
5979 , 811923 , 719
5980 , 1036296 , 11780
5981 , 132598 , 1873
5982 , 1483085 , 691199
5983 , 980515 , 802
5984 , 6046 , 70078
5985 , 263225 , 608565
5986 , 1097410 , 8509
5987 , 228556 , 1337765
5988 , 706494 , 1484
5989 , 5086 , 508290
5990 , 11167 , 1348615
5991 , 6838 , 1619520
5992 , 1625790 , 3179
5993 , 1287586 , 54405
5994 , 1370030 , 3408
5995 , 1319714 , 307340
5996 , 1197091 , 13910
5997 , 954716 , 282926
5998 , 1524466 , 147
5999 , 1830518 , 1837963
6000 , 1391980 , 9564
6001 , 1008158 , 372503
6002 , 731500 , 5689
6003 , 12312 , 5182
6004 , 637006 , 4813
6005 , 2047512 , 3367
6006 , 1849585 , 10267
6007 , 466532 , 7353
6008 , 865388 , 8993
6009 , 2994 , 12754
6010 , 989575 , 715
6011 , 483551 , 2105
6012 , 1896460 , 1551452
6013 , 1695286 , 1029
6014 , 1729335 , 8553
6015 , 957906 , 7048
6016 , 1924359 , 12312
6017 , 242186 , 8517
6018 , 5761 , 7132
6019 , 1753608 , 4246
6020 , 1421 , 14326
6021 , 1695312 , 164921
6022 , 2288 , 562443
6023 , 17501 , 8746
6024 , 1629512 , 2821
6025 , 10768 , 1885
6026 , 1848329 , 5695
6027 , 1906167 , 10614
6028 , 65 , 152490
6029 , 1900 , 9454
6030 , 1124714 , 952
6031 , 1553402 , 10006
6032 , 3468 , 9898
6033 , 5878 , 2035309
6034 , 1255286 , 14451
6035 , 1150877 , 5441
6036 , 856645 , 8831
6037 , 359977 , 9701
6038 , 1494692 , 11941
6039 , 1742923 , 103715
6040 , 1300271 , 1018394
6041 , 1015112 , 8416
6042 , 24641 , 254
6043 , 563817 , 14104
6044 , 129934 , 1084460
6045 , 56631 , 1441406
6046 , 1415820 , 1716
6047 , 1379584 , 781581
6048 , 1810816 , 320255
6049 , 1732486 , 5377
6050 , 335485 , 9966
6051 , 9984 , 226314
6052 , 1685275 , 381
6053 , 906 , 1626314
6054 , 47239 , 13918
6055 , 2026656 , 12558
6056 , 1070663 , 1840
6057 , 1743653 , 3780
6058 , 1401318 , 225262
6059 , 474061 , 9551
6060 , 122735 , 6126
6061 , 1486728 , 1088
6062 , 751744 , 5689
6063 , 1131308 , 5676
6064 , 1096519 , 12237
6065 , 1478819 , 1353797
6066 , 488781 , 8222
6067 , 383785 , 935914
6068 , 1237012 , 859
6069 , 1284234 , 11780
6070 , 221 , 1417942
6071 , 1905988 , 770726
6072 , 371270 , 4523
6073 , 936850 , 713270
6074 , 720791 , 345
6075 , 313102 , 8567
6076 , 1973643 , 1426834
6077 , 1703309 , 1601735
6078 , 191954 , 478
6079 , 1923602 , 150
6080 , 73312 , 957
6081 , 462555 , 82
6082 , 746357 , 1930021
6083 , 796317 , 1551452
6084 , 1434720 , 1300
6085 , 395578 , 9245
6086 , 236650 , 1358217
6087 , 1265897 , 5344
6088 , 261257 , 8170
6089 , 863744 , 9536
6090 , 1896968 , 5365
6091 , 360208 , 678619
6092 , 2029000 , 1589
6093 , 203445 , 752
6094 , 2003571 , 7353
6095 , 1248037 , 1199696
6096 , 1155347 , 1109
6097 , 892306 , 583287
6098 , 1680875 , 7054
6099 , 2000715 , 2200
6100 , 732536 , 823119
6101 , 1733665 , 11167
6102 , 567564 , 8252
6103 , 1840004 , 1840780
6104 , 363398 , 10008
6105 , 7298 , 489669
6106 , 7102 , 1542837
6107 , 1446131 , 531108
6108 , 1738505 , 3150
6109 , 1464441 , 11630
6110 , 636957 , 3654
6111 , 95407 , 12037
6112 , 1147374 , 4987
6113 , 1821 , 1058932
6114 , 1682031 , 13958
6115 , 7824 , 11994
6116 , 1077576 , 1522169
6117 , 920458 , 4320
6118 , 1867602 , 5442
6119 , 2019655 , 491
6120 , 2913 , 1424043
6121 , 1620436 , 3398
6122 , 1116923 , 9268
6123 , 217065 , 3800
6124 , 1733820 , 2070
6125 , 1744813 , 114096
6126 , 3124 , 561609
6127 , 634798 , 1040286
6128 , 1967986 , 3015
6129 , 868128 , 8538
6130 , 755950 , 2024619
6131 , 1800435 , 10224
6132 , 730770 , 1806910
6133 , 133600 , 577
6134 , 428785 , 8915
6135 , 997373 , 1840
6136 , 324082 , 1920430
6137 , 2025551 , 3316
6138 , 509893 , 1015
6139 , 1695530 , 11974
6140 , 718250 , 1304
6141 , 1041640 , 4005
6142 , 126111 , 2050004
6143 , 1659657 , 3505
6144 , 82265 , 2059
6145 , 1121645 , 4453
6146 , 567756 , 10305
6147 , 564141 , 2857
6148 , 450536 , 1864683
6149 , 1703309 , 875
6150 , 2043950 , 12760
6151 , 865718 , 6226
6152 , 1048536 , 648
6153 , 1996600 , 13073
6154 , 1530169 , 720923
6155 , 398426 , 6006
6156 , 1837766 , 8266
6157 , 1655495 , 5689
6158 , 750810 , 1156462
6159 , 1393990 , 9270
6160 , 508898 , 496
6161 , 2038201 , 187836
6162 , 536263 , 486136
6163 , 532207 , 2852
6164 , 672135 , 10244
6165 , 1178309 , 8620
6166 , 791246 , 4927
6167 , 1354887 , 9898
6168 , 571683 , 850838
6169 , 1830518 , 9902
6170 , 7682 , 535549
6171 , 400085 , 324293
6172 , 1594933 , 1260314
6173 , 1455812 , 8106
6174 , 498778 , 1626314
6175 , 132397 , 9503
6176 , 14065 , 1255260
6177 , 1252007 , 12932
6178 , 1547098 , 294017
6179 , 199304 , 802
6180 , 1565186 , 307
6181 , 589577 , 1824676
6182 , 265234 , 1084016
6183 , 1914475 , 3800
6184 , 826984 , 1300094
6185 , 5411 , 1383068
6186 , 1155747 , 289
6187 , 1681644 , 364671
6188 , 2028382 , 1577959
6189 , 1983191 , 7048
6190 , 1165861 , 4005
6191 , 960786 , 992714
6192 , 444796 , 2402
6193 , 1896032 , 3800
6194 , 879680 , 11146
6195 , 1392761 , 1010
6196 , 1301110 , 798
6197 , 824813 , 6857
6198 , 1164897 , 885588
6199 , 1845930 , 60342
6200 , 6067 , 669
6201 , 1490814 , 1518884
6202 , 1660664 , 13870
6203 , 591 , 1388761
6204 , 46 , 567038
6205 , 669557 , 1275864
6206 , 1647143 , 6477
6207 , 1787486 , 1248
6208 , 653594 , 10269
6209 , 1459111 , 1524591
6210 , 641413 , 2808
6211 , 1908262 , 470
6212 , 423046 , 8232
6213 , 391085 , 5637
6214 , 165536 , 10305
6215 , 1550723 , 12378
6216 , 5633 , 1774057
6217 , 1845488 , 1060244
6218 , 313102 , 889
6219 , 1438057 , 6121
6220 , 1477690 , 2727
6221 , 1989587 , 8097
6222 , 746356 , 7589
6223 , 932868 , 2032
6224 , 1820129 , 1668502
6225 , 1608628 , 1987567
6226 , 1412262 , 11850
6227 , 1595400 , 1193147
6228 , 13719 , 1416837
6229 , 650896 , 12716
6230 , 1201511 , 1630842
6231 , 669450 , 208812
6232 , 594210 , 1097
6233 , 1794140 , 971
6234 , 1094752 , 1265
6235 , 345 , 783183
6236 , 464 , 953621
6237 , 889554 , 1178191
6238 , 1649383 , 2017414
6239 , 1114438 , 10844
6240 , 1581847 , 2779
6241 , 1327557 , 13472
6242 , 14229 , 576801
6243 , 205095 , 10383
6244 , 6664 , 651507
6245 , 3074 , 1576745
6246 , 1591523 , 12859
6247 , 1012219 , 3314
6248 , 1663670 , 3800
6249 , 712473 , 2200
6250 , 1669350 , 5483
6251 , 53313 , 9688
6252 , 55107 , 9124
6253 , 1596300 , 1225820
6254 , 10662 , 1553166
6255 , 620384 , 4005
6256 , 1452387 , 4275
6257 , 3181 , 1416631
6258 , 40106 , 3041
6259 , 428374 , 1078
6260 , 12227 , 757016
6261 , 985581 , 1924862
6262 , 1834709 , 1276068
6263 , 449292 , 4772
6264 , 531320 , 5482
6265 , 1530064 , 1025946
6266 , 82782 , 6006
6267 , 1245124 , 1445704
6268 , 1759371 , 4927
6269 , 956962 , 11923
6270 , 248815 , 1425491
6271 , 1486707 , 906
6272 , 865475 , 1938
6273 , 13931 , 472
6274 , 1828679 , 9258
6275 , 1211 , 1092306
6276 , 116525 , 12585
6277 , 1842558 , 10498
6278 , 849961 , 1271
6279 , 1893453 , 5456
6280 , 10522 , 4987
6281 , 846563 , 2056
6282 , 1036223 , 5270
6283 , 1315761 , 295
6284 , 783753 , 6430
6285 , 106961 , 40940
6286 , 1920310 , 3161
6287 , 490803 , 485
6288 , 649913 , 536
6289 , 1945996 , 1853
6290 , 516898 , 1076577
6291 , 65089 , 1959754
6292 , 1600554 , 802
6293 , 855390 , 7275
6294 , 95960 , 2276
6295 , 1948196 , 577
6296 , 1960683 , 12250
6297 , 1857954 , 13573
6298 , 40920 , 2727
6299 , 317998 , 8764
6300 , 1002329 , 13541
6301 , 10006 , 527996
6302 , 172318 , 10425
6303 , 476676 , 11345
6304 , 135774 , 4340
6305 , 132446 , 827638
6306 , 294017 , 7615
6307 , 392417 , 4068
6308 , 335586 , 14308
6309 , 272919 , 451591
6310 , 124396 , 6714
6311 , 3716 , 9855
6312 , 1034706 , 614686
6313 , 1907882 , 2839
6314 , 1697 , 308512
6315 , 1550807 , 200512
6316 , 1425734 , 2411
6317 , 1078700 , 6174
6318 , 1611283 , 1379674
6319 , 1504759 , 1304
6320 , 590078 , 1416900
6321 , 1682613 , 3313
6322 , 590756 , 821
6323 , 2050182 , 1624
6324 , 1285890 , 338675
6325 , 1927633 , 6553
6326 , 1764693 , 9574
6327 , 444852 , 3648
6328 , 1901673 , 9106
6329 , 2005554 , 3010
6330 , 922103 , 1700914
6331 , 1883783 , 2299
6332 , 470621 , 13081
6333 , 562185 , 542982
6334 , 12986 , 558294
6335 , 123010 , 6365
6336 , 1449954 , 617
6337 , 579188 , 4784
6338 , 1062657 , 648953
6339 , 32151 , 3800
6340 , 5747 , 9678
6341 , 1673920 , 1096708
6342 , 1368712 , 1152350
6343 , 1212017 , 1080346
6344 , 1817415 , 2196
6345 , 1301506 , 3205
6346 , 275225 , 13909
6347 , 6434 , 1580711
6348 , 1756715 , 967855
6349 , 1232399 , 9966
6350 , 1546082 , 11507
6351 , 1698665 , 1931440
6352 , 708912 , 420081
6353 , 2030189 , 282426
6354 , 1262641 , 9461
6355 , 750953 , 1131
6356 , 542657 , 7453
6357 , 1942150 , 474
6358 , 1820342 , 544659
6359 , 495584 , 5935
6360 , 578044 , 13859
6361 , 31673 , 1862
6362 , 1537767 , 1912829
6363 , 1650570 , 8943
6364 , 1277809 , 2829
6365 , 1633133 , 12215
6366 , 12293 , 1911380
6367 , 1938365 , 4154
6368 , 824515 , 1943788
6369 , 473000 , 1998824
6370 , 1833092 , 5689
6371 , 1593050 , 1564905
6372 , 1111461 , 1806
6373 , 1264111 , 1586088
6374 , 582586 , 221
6375 , 889123 , 418474
6376 , 1077468 , 1912
6377 , 52161 , 573128
6378 , 1665901 , 246199
6379 , 217313 , 875
6380 , 412567 , 1168396
6381 , 984378 , 1270045
6382 , 797691 , 1464281
6383 , 1903534 , 7700
6384 , 806441 , 616
6385 , 1695312 , 2009328
6386 , 708912 , 3452
6387 , 924822 , 10
6388 , 488418 , 1848
6389 , 1147374 , 636402
6390 , 864659 , 1249
6391 , 1170136 , 2835
6392 , 1915988 , 13250
6393 , 1814239 , 141
6394 , 732214 , 597
6395 , 9703 , 583457
6396 , 157506 , 314
6397 , 1501489 , 5482
6398 , 1805471 , 940
6399 , 1543616 , 9303
6400 , 516996 , 5377
6401 , 987583 , 1414961
6402 , 1125429 , 1655415
6403 , 872537 , 117169
6404 , 1558580 , 479088
6405 , 1339290 , 4988
6406 , 542976 , 5177
6407 , 321806 , 6608
6408 , 821938 , 5177
6409 , 728859 , 266060
6410 , 2041194 , 11427
6411 , 1604144 , 14108
6412 , 9145 , 1962617
6413 , 552664 , 1977946
6414 , 763998 , 186
6415 , 1085952 , 7460
6416 , 297316 , 1870042
6417 , 1067250 , 902097
6418 , 1548633 , 115049
6419 , 1283425 , 852050
6420 , 2042 , 1143243
6421 , 933888 , 9793
6422 , 1280405 , 7376
6423 , 532 , 608313
6424 , 1955743 , 734856
6425 , 732237 , 1650
6426 , 998665 , 2808
6427 , 9653 , 34656
6428 , 1459036 , 6745
6429 , 418607 , 426902
6430 , 600938 , 2047146
6431 , 96552 , 5354
6432 , 347274 , 566880
6433 , 864165 , 13893
6434 , 528529 , 1722
6435 , 9275 , 353090
6436 , 1986236 , 985581
6437 , 733545 , 3044
6438 , 201823 , 886377
6439 , 1143243 , 8430
6440 , 12518 , 1524153
6441 , 1920430 , 43973
6442 , 774133 , 5480
6443 , 341211 , 1249375
6444 , 1518247 , 5196
6445 , 1804012 , 7116
6446 , 2024450 , 92
6447 , 111337 , 286449
6448 , 1885250 , 8147
6449 , 528529 , 1799882
6450 , 1508163 , 802833
6451 , 8416 , 1493788
6452 , 470486 , 9687
6453 , 1176050 , 9966
6454 , 1095725 , 1455812
6455 , 1937033 , 13050
6456 , 13250 , 12382
6457 , 1151879 , 11909
6458 , 1558498 , 2185
6459 , 1628890 , 6301
6460 , 1034077 , 7006
6461 , 13924 , 1320445
6462 , 958198 , 4927
6463 , 4611 , 1070541
6464 , 9886 , 1563497
6465 , 543979 , 2040709
6466 , 2019983 , 1250534
6467 , 936862 , 490803
6468 , 1028293 , 71
6469 , 4443 , 1719185
6470 , 461506 , 1569194
6471 , 955400 , 902
6472 , 290505 , 14451
6473 , 1796687 , 1586021
6474 , 533440 , 8989
6475 , 1556421 , 9793
6476 , 1245229 , 8507
6477 , 651450 , 1300
6478 , 1837044 , 582653
6479 , 1750079 , 110
6480 , 395578 , 1935946
6481 , 1613345 , 387914
6482 , 1482976 , 13789
6483 , 1122716 , 375578
6484 , 345118 , 71
6485 , 137041 , 1007099
6486 , 1240246 , 1716
6487 , 575172 , 241780
6488 , 585890 , 1058222
6489 , 567228 , 5168
6490 , 1575742 , 2808
6491 , 1762 , 497855
6492 , 270199 , 8993
6493 , 1955704 , 2070
6494 , 1133420 , 14056
6495 , 692070 , 10951
6496 , 651922 , 2831
6497 , 2050004 , 11856
6498 , 1502728 , 756
6499 , 1590461 , 10705
6500 , 1569194 , 2844
6501 , 995688 , 1039
6502 , 1873618 , 4909
6503 , 729478 , 1211439
6504 , 324293 , 3408
6505 , 1485664 , 1300
6506 , 1857954 , 944945
6507 , 466122 , 1587
6508 , 144354 , 9
6509 , 883599 , 902
6510 , 535549 , 2029207
6511 , 1851834 , 1514758
6512 , 1857760 , 1304
6513 , 1628674 , 1151695
6514 , 739171 , 1988
6515 , 284025 , 639790
6516 , 1673920 , 1956027
6517 , 1801709 , 1137349
6518 , 1137563 , 8622
6519 , 1726090 , 934
6520 , 1120868 , 567514
6521 , 1928840 , 541
6522 , 562443 , 1944038
6523 , 856621 , 7882
6524 , 79763 , 752
6525 , 5695 , 575172
6526 , 1693227 , 2006950
6527 , 990226 , 8275
6528 , 1647616 , 979136
6529 , 1620436 , 9297
6530 , 1692582 , 11382
6531 , 1701804 , 9525
6532 , 360308 , 945
6533 , 5637 , 2032967
6534 , 13910 , 1919997
6535 , 694706 , 7022
6536 , 1882063 , 11155
6537 , 718605 , 10418
6538 , 1587155 , 4834
6539 , 1408146 , 719064
6540 , 581054 , 10658
6541 , 1038642 , 2836
6542 , 1343301 , 1078
6543 , 527996 , 4176
6544 , 2008325 , 413
6545 , 816751 , 4044
6546 , 1085481 , 1254614
6547 , 163551 , 441
6548 , 1393 , 817736
6549 , 262248 , 212025
6550 , 1653496 , 11302
6551 , 112013 , 6494
6552 , 1213330 , 13727
6553 , 316215 , 4541
6554 , 984408 , 3316
6555 , 2450 , 379344
6556 , 13527 , 1755044
6557 , 7653 , 883716
6558 , 2010359 , 1889744
6559 , 1245113 , 2957
6560 , 1434427 , 2839
6561 , 699258 , 1161275
6562 , 440159 , 1206185
6563 , 1967986 , 4941
6564 , 1114087 , 600690
6565 , 1721055 , 14377
6566 , 6008 , 490356
6567 , 1873029 , 107631
6568 , 605818 , 5629
6569 , 6747 , 115419
6570 , 1163669 , 9141
6571 , 479964 , 795
6572 , 492409 , 9310
6573 , 1370194 , 11768
6574 , 51764 , 3015
6575 , 338682 , 3825
6576 , 1750079 , 1564905
6577 , 1236134 , 742024
6578 , 6761 , 1964663
6579 , 1983819 , 1209884
6580 , 4154 , 33580
6581 , 11978 , 1903534
6582 , 837151 , 6210
6583 , 832265 , 3753
6584 , 1113862 , 245711
6585 , 460490 , 82
6586 , 922307 , 5763
6587 , 9371 , 1491491
6588 , 1095510 , 3217
6589 , 555994 , 8880
6590 , 824940 , 9424
6591 , 1913174 , 1902710
6592 , 1019098 , 1304
6593 , 976648 , 10055
6594 , 590756 , 639790
6595 , 1923696 , 3800
6596 , 6487 , 1668877
6597 , 383640 , 1703
6598 , 905516 , 1152107
6599 , 126111 , 508435
