id , author1 , author2
82 , e9a154cf530cb3347c8eea22b1c46f53 , ef2806038bd2f9194aaca77fc83ad2ef
83 , 1a852e2fae30938555e8f2a20089a340 , 2262b6aa3cdbab2cbd53146916e1b747
84 , bf7c71a932e29c2384c7e947b282dbd4 , c7ebb0dfba6d643b6b20468ad7ee7d3b
85 , bd1f2880e6dde9c4952cc8d0100c27a9 , d195513a5ff80d27a5a07f8ab3e7f646
86 , 51798e166defdd832b67bbddb8bc2b3c , be495e05bac34f822326d3c43ed40bde
87 , 2c2b1181ed51ab29984883993089ae83 , 7b2e23d83b4d924d1f06810bb9db6106
88 , 33b2bbf38fd77eae9b18d19b6c3ffd2d , f523bfc0eead2ac9651aac3395baaf22
89 , 1bd7f6cd529e1d5cfac23e26e8fa00a3 , 32c28c6dfad02c2183f3de2b33e9d4af
90 , 2db09d802a50691262d638fb51738bfd , 2e4385f7f78f2f06c4260ab6be720242
91 , 4edf6a42d82f17a0576c20e38b6e4b34 , edffa713a0e656701e5985b717c19699
92 , 1220370a4b11451ac43ae7b6c7554ebc , 7fe50b4f4002ea2d16b0c515d3d69a56
93 , af0f38a42111e2231dc376e222e11e01 , cb4217e098f647027959789e731bfa77
94 , 06f4f50319a454c6b4ec3b63263b095e , bed8a5092d0c62cf084b61457b189b6a
95 , 38e26703939cfdd4e48fd40b1470d409 , 5cfca411a04d716c145792027fabbcee
96 , 490230b32b32dfa417cb8c16ae4e19c5 , 84bd8c4ac8f11f1fefdf519f372783a4
97 , c9984bdcce7c318b07a0d45bf1dfbad6 , f4b2460670e2ca861eeafc1a76d124a1
98 , 407da97740243095bc625f2ca544dcd1 , 6a170672e0ee8bb199c334fb13e75d1c
99 , 22215bdebac6704e7889cabe32cb6f4f , bffcfb63494b256835619eaa2b28b0be
100 , 2e976b00238fefd5a5322950ed7dea7c , da843f77e8be9c60f7bcfce358c6e0e9
101 , 0a02fa5d378d72741f9866ab7c048712 , 5c0163cc1e8132f4f8fa5ec4b33b3be9
102 , 8201c6aba06a4f92de69916ca448183f , a5a94fd227b5e7c0dffb5097a84db737
103 , 213d0338c35dfe6af0c188a8c40ee811 , fdb70d2479630ed8791d7fe4ef2569d6
104 , 5611f58bcae7927b97969d8e3ff1199e , b7e0085e1ec1cf61a3ab46cc40594e75
105 , 0d1c3e39d994cb6ab67802bf205388a5 , f9607bd38790630b29a54e394b66d487
106 , 2f9acd6f5227483981c382bb1f0d87d0 , 597f1a25ad51314432fc1460e316d7b1
107 , 1bcf3a9cc474c852b1fa038fda9df3e4 , facc582627e3b37aec240172eee96fe6
108 , 3122a61cf77ff5576c69de2c6091e055 , 96dc3020c6f98ad223b7bdced5e917b4
109 , 83e48fec51fc5e2226881e3d85c20f1a , c5bc75457aa004257ad34bd8d75350e6
110 , 48f0ce7b391f92f5c65b259d77dcef35 , 679528c2ede06f5c55b629593036f24c
111 , 2e897ef816e444c7dbc29807dc1e2fe3 , 7577045383baa4ece48049eaa6ed73e2
112 , 89fad50def3092d8afd5cae9331ee061 , ed547e6f06ebb72e7cd428fb3a4f56fd
113 , 6e16e75dad2c2a6fc35cbe22c5869bcd , 7c3306e78a880e8077360af3d1f2aaf2
114 , 2ca03db20e10971151128063ed11aa45 , e0f1863572a8fdec5a7696d3a2d40a7f
115 , 82a4eca7cb731d45aeb6f12f380a5450 , 901407c058c4eb54a9c3854e6a68f02e
116 , 66f7c8c16be24072080d6930bf9fe2e1 , da573dce41f050bf737705009baadfa8
117 , 2f980c2c5e34db2bb1db131ed3a7ca6e , fcc7384a1ebacb9f614b4b242c57e192
118 , 0f328b429c411b1c9ded6458685f8424 , be0a89f7724724da91570a2f26733858
119 , 4de0188f05c03fb7175e673276bce648 , 6e04728c80676a06efeddd26df271513
120 , a15661507b3d492cf0ad1bbf439f4937 , f85e46bbdcbc70eaf65690800f53e986
121 , 11903e8875c1cde6947d302c2191338a , 5afecfd80e279b7f5dc4706ef9759a7f
122 , 918233a0184b0d21df71e6fa8fd29fd7 , b1ec475d33640ae7cad161eed582a880
123 , 05f449c31807a42ece0734adfc5aa853 , 5d4fb6b20fe7fc453d7f93c0704693f0
124 , a4a3b0cd59591f77c792be5cc609640e , fdb1c3bd296b1ed7f03686ec47207c11
125 , 3cb8b223297e0c53fa062a4df648ad9d , aca539c1c0c778e9c332946040aa2ba9
126 , 011a75be1d075ba597f9c1ced2bbc8c3 , f76dc7849052325fdcb03ab6f3b4bb46
127 , 09ce03bbc5a304f3fd68e310dba7c300 , 4bf75be4b3464bdc30fb5ed81f83aa59
128 , 11302c3814062a7bf04374b761701d58 , ee23e96c00b0c03f35ef66dd9224bd9a
129 , 40a4ae7fa065412ee086299b51f186f3 , 7480e411db7a70105020897679bef6ea
130 , 16d8bce74f77242052d020948ac8d92f , 1f0f9b25cc40afaa0783f82fa49b972a
131 , 7d65c64c71cb14cfea80313d42d0fb21 , 7fc9c7dd517208c1bb2c47187ba2f082
132 , 6e04728c80676a06efeddd26df271513 , 922d362d7ebd305535ea79d422810e31
133 , 421073bc1ea0d4c54387fae268d2fd5d , 6c9ff9ae1e4e3393524391d7bc7e4636
134 , 571bdca0da43959c9769aed93175b149 , 62de80548bea8d96d8b70501933da3de
135 , adeb547abc86efd39815b01102a6cc53 , e6eee1178ff81e00a572dbb4f753e50a
136 , 571318387fcd4385159a3b726542f4d0 , d90bf12ccf7ed0033801d612490e63fa
137 , 48d36554928bc8b8d52dd7aa5a2ecf1c , 9691a2eccba3529678a8182621ba1eb7
138 , 05c4d12b09a0ef1a6828c781394a1f30 , 51a35f03f937679d1018ab7f0ef241e0
139 , 68b63f7a05a16fd1b1b95c10eae5fb38 , fbe15c89574a58846696a4b237591aac
140 , 6057656dbb93d30ac7e6423247a87655 , f777cb698fd9c8054088f4f5129ce05a
141 , 956b324b832c29efd0415cda7b530fa0 , d926d3e10b25a163548ef7c46c66aa59
142 , 47e58e80b6c0b52800bea72d0ddb131e , 7d3e604cc8b72c924fee4a6d9d8c656e
143 , 1054bd803bed54cb13540fc80455ec39 , 877425dd7d6d4aefd441f8b4ce4525ed
144 , b0ae8fc89ee481162bf8bc199d037a06 , f5330db69cc9e7d55dc119c788a8235c
145 , 1db3506604508697112009b0a7b95e44 , d4cf7496091add2f9bcb3f4ce36d8092
146 , 1c283f0b3a7a14e4a4c8545150de2130 , 65a034c5c1e39d78c8371019b8af6a05
147 , 5746fd647de06d0f76eb06c8de55874c , ce3c1fbb9f4c00f2694b4fbc94b5ac7b
148 , 1d5f9f732cd45779d98b9fd6df67fb23 , add6abb7fff7ec3f60523259708f2db4
149 , 8f9872c5911273cebff6a63a4805bdfe , 990f30711675255ad88b702d1c928964
150 , ad2f6da6c17a644f93c20415b32982ac , d03e34ea96aa2edd1da699f2e5604430
151 , 97233841515f2ce974963e31a7c75d36 , e52cb34d7c1d5a0b2b9148c1c70e14c3
152 , 341174c3db4a49cefeb3e3958db25d12 , 8853a0ac5f719fdf9a72213e1dc41bbe
153 , 4077b9eacdc881a2f0c3e606cfeea468 , d2a945a81ab591bcae077ca7ba46a762
154 , a5e1492ef63d1e2be51d05fedbce72c1 , e87244827b8d912d429cca645f5d0e12
155 , 9d7f3fd3fa687ef7c8e5a4f58c353c1c , 9df31bac147373d6455ea650283176bc
156 , 037b67cc155ba3e9071727d40a2cd20f , dc1f340906e8485826a34cbce6109373
157 , 6826d8c2d2adc68d2b4c7a35712be320 , 7e6dcadf2ca5a971e5a2abe8da2c7896
158 , 061b6e3a15a97e2954cc1cef5c350d85 , f74a0674fc61ac443b5ec2cae206a958
159 , 393af9aa6a9e39dfb04e8f1e50f69b79 , e485a8927313fc6057249f2b3c8a078c
160 , 49c766cbd1c6e3de3ed4795d43507208 , dec517aefae03625ea49b9b96957a572
161 , 44784e50e108374404fd7f7659029af6 , 9bae1f49724dd224ad371ffbb2dc1cfb
162 , 1f1816be1c39ba71edc40fcce13ebdda , 70682b9f4ad9f05ef5408a5d99740390
163 , c23b3d725e48639d7a2c27adb4acf0be , ebdb201fc9cb4af601e559395179eb7d
164 , 63f2838a9c97eb39d8f814f03a1c9310 , 9748aa144bf587abcf4a62f43a760324
165 , 4eb75bf111263ecd3fccea564defcecb , fba80cfbb5bd138185328fd38aac0223
166 , 9b5ea3a1e699867647cebf423299f526 , d532c0e0b638f4eaf3892ce76d10d257
167 , 0a8da6f2b1393ca3648fca1bf174e928 , b134255dc3a1d98c893ff5397cdd8b1a
168 , 4163a055354958aead1b4829fb7a7371 , a14d1e59c8ea4a439a9183b580f6d6e4
169 , 4133fcd7309ddb44999a77d68b26fa67 , d455be3fc9e209584d9788399488f06b
170 , 9daddac4269c53326e392d5544e59fa5 , d03575047928dd026d378de8961527b3
171 , b9c9be8be23ac79561b5c4819b215120 , fd29e8ba4a6e4bd395e158dee657b04f
172 , 4faa29ca3b911c4c93e973e718fc44f9 , c15038e5db189cc87f9edecb9b7cab4f
173 , 173468c56d1f8c15d211ac8101bd8a09 , d17e6094908fde48de30bf9e7cb7c187
174 , cd93ac56f63242a49636d5236d5b8748 , e76524411b13237409d755392cdc2de7
175 , 2901a248deb02085fd2bcc995393e85f , 41dfbe1a7c67445d86359263247a8bf4
176 , 54ebbf0f378b8a85b9be79e46612d9ca , f842f3f703ac5d1b68ced6ed6a394547
177 , a24a0c61acbbaa692dd85d6463a6fab1 , cad206f205b974632c38107546ccd393
178 , 441f5bfbdd43926f0fa4637b9df0825a , 7f06c3b5571d2850b3fedf8a45115027
179 , c54e35c93f65a4b957a43b1424c4d0b8 , e9b3d2d179795d5b9030a229de5a62a9
180 , 6f5abb63720916cb47f692eefa78f817 , 8453590d6c9168d59df4a8e3cc5b7758
181 , 18b800723d1344e1379c565f01bdca56 , 70e181cea3e2c4824871a2bcb4121b4b
182 , 1b143e5de91d7fea1fa04c467e57d4de , 653adc21d26327facfe48cf242577686
183 , 15c8f41244370a9fc785215f0ecfa88e , 82e61a2263fc2b251b1880f7a5644216
184 , 2e02b1b374a02c23dd3c34125f5103fc , 6889c6af0f9346158f5286a8c54c1f39
185 , 1065b1b42ad09820078537a60f4eb564 , 7d364d16891b43d72bb18424cfd9e2e9
186 , 95d2b13467382e8e34a8b50a454734d6 , d6ebc1f5312ff2b30c8e3ef96cd82c81
187 , 2f150f66627003cc66885ce433753620 , cf4750dea78d5e983986388bd13d63e0
188 , 323fb597c5b9ed54a96286e37bb47f32 , 5be904c660ab6198538f7ccc7ef67b8b
189 , 4fd97f7592631d9e23489a9662cb8681 , 9232feb8830ab23a2d6afc1a7d4ce039
190 , 502488f99e828752f9cb07823b52f5bc , eade6eed387e5411a1205933f04fa3a5
191 , 07831110b32503e4dc841013d407f4ec , e3485ae8b75f17289ea3e7af825169a1
192 , 9a3370e72ff830b05787910144f39eb6 , a2ead16300d68bf1fe5ea51e42fb6ba8
193 , 6fea71c4ada82abf7185c835cdf2891a , 7142c54c830fd058f2c3e4c9902b2ea2
194 , 2b64f2ee7b4e09d617dbaa7ae82d6bb6 , c64a4a83f1492a5319b055a92880257e
195 , 64067cf45328006d0e3974b7c8d7e677 , f85e8988b448fc71445e9207da6762b8
196 , 39896703e62f3c8adbc0d938783e2ab2 , 56d7662cad746bf9de86ea762548e079
197 , 4d6f887b34f0d5e9fbef19a399cfccff , 989fe04d58c5faf825508fce1f0cc852
198 , 233afa037cff6dc917cc8a89ac18aa15 , 9b42771d64b7f81747433b4912ea4dbb
199 , 3e2053b2ef6e334f7764cd2c6f2e8156 , a7734233bf148e4d53db0324a8363d67
200 , 272c391c91263428a03f331e11aaff65 , 2cc7d5484b40e144f959ccaa0ae83df8
201 , 314458075b463fdc18c86ea13d7cfebd , 62212f2bcb3c5576cb3db4e4ec0f3ca7
202 , 05c2611dfd1b55c2180657a2ad712337 , 3fe6f95021390067dd3232681fee48c4
203 , 388f3a591e428e5c25c2d7bf33295f34 , d57e36245d620d5ae3a1346179cd1405
204 , 1329896cd26f9e24d3a9b2700764c049 , a9db29975e403d53bf92129dd6f94231
205 , 19815f37424b7fc328f7722bcbce7a62 , 8bf8741a0a9416e228aba10769b68517
206 , a6ed5c7a239305c06283f9a11b2c82e7 , c6f47eb297c85b7fcccec8d39cb823e3
207 , 3b6c483c796ae6e16966fb35203f824b , 46669ed2c1a924d3aa063fbfd4fea949
208 , 81bb05a5cf5ad2ee92e8eb008ae8196f , ac7f0ccd35f05185df4b12b034b54724
209 , 85f12b1a3155e0fb2ef9a44708f27e08 , beecc0e9847057b8b21a6c817fe24d1b
210 , 2da55ae98d974963d311281c7a999d32 , 5756fc863fcdf12f74d8bedfcffceb5c
211 , 3fed98d1f9c9e08527b0b635c45443d3 , e33568b52f3dde00c5f73740716cb874
212 , 24704bb30d7acbacd168b3c8dfeb01f3 , ada86d62c71f5012df4d11fcbc456eb2
213 , 63117582989053e37a0440786e09c808 , ed5ab13dce849332ada41aa4a1d44d17
214 , a63ca0b621b2f2b8d19f13db3f86b57f , dd1bdf4ef388c3eef4966a3ef3a751b5
215 , 3a27e4266a738de01895330491c89ee1 , bca85aece815396496ff0c0c103ae635
216 , 30c391b4f34fff1e14011fcb42daadb9 , 34b8f6c447cb3dc8ae165e6ab5fe77fb
217 , adb1a35e21186535ea8f43395692e96b , d4fcde1a7eee3734fdc49c3f951e3cac
218 , 4bb7472f3c3f74b90f6725828cea56e8 , 7f13aafd63fcfde89208720a40212cf4
219 , 1dbe2a06442447cb19dcb4c578b2de2e , b59d5107de23fd638906b8f3c1b5b195
220 , 40170d2e6919a34319ae02fe54917147 , 9c6178dd5e68a9740e69f86e50955ea5
221 , 5fe459ac9219010a585c2060a20687e0 , f505387d5c288a96b159cc0cca4d0759
222 , 27ce2c32a6d4eedbc6b59551f8e9995d , 460d5ad1d5d1f49cb7fbc6b4bf37b33d
223 , 34b1100dc074303297d0942bc56851c6 , 5f58e1146de2029577761e48e50362cb
224 , 65961ff267658667b34f2a5b1fa6aa06 , ab68f180da2d604afc1f5597791f9590
225 , 40d77f42942ae21e4a361697c6b12c05 , 7636d750492ef52205af10b0437f807b
226 , 03a6e075058ddf0e28cfe9acb74148d2 , efeea7255018b19f49958741da8c232c
227 , 1ac7a2232e101ab299245d8f0e256391 , 4aebcc41a1bccbfaf81f7f131352e40d
228 , 79234a646dfc88e6d666496e78709a1a , b1ff1c840d0a99fa98c2eaf9b8227a14
229 , a89fd5e75cf40ffecaf581f27f033f98 , cd12514e79855ab038faa3b86255410f
230 , b6503b37ee210e92a509d86e3fd6db78 , fa42d4205a5bf7c11fb8d12ba3f8ad56
231 , 20c5fc1c059d87432bd82502656e3c87 , fc2ee3fb7b6b2efca50b71b2714761e9
232 , 680614e9ddb5970ea5235ab576a3b38a , bb36a55998fa001796031626343b172e
233 , 3cb55d583f0e223bee8ef3f9dfca906b , 792b3cf3eee55345e9106fa89b9197bb
234 , 64e8b238318a540bdf4b3a00cd496bba , e6631613daafefc224463a5f7f254ef3
235 , 60f2532f0a78e11f1386e87a67d3846c , dcf10ebb41f3d7d6ebd6ee012bf08fa7
236 , 3a06cab3701ab55bf45b014a1f9a8cfa , b86355778d9ee3e105327fb70b4eb2b3
237 , 1a33047f76fbe6b2d7e10dfd23cfdee0 , bbc8fb6be4e279c6ef5c76fac20d38b0
238 , b324d8bda51d25e37087fbae7c58c306 , d508874cc8ee8b8209280bf558320a8d
239 , 2c93f5c0f6b00e204b3a4d6790bac67e , d0244363be6ccf7baf2689638feaac36
240 , 1ee9375a181aeefa2e25d816a4562371 , a8c495e8e1388e31c370c3830293f86b
241 , 51271dd8123eff53abd79f0f32395bb9 , ceea092e1637b1d1f2ffb0db6520877b
242 , 1e5aa1aeae585b04976cea9862e0bb71 , af295bb2b358b2ebdb6db04505a54772
243 , 8f11d5001bd24a62beeeecf1cc0edcac , 9e320092f78892adfcbe10299ae6d990
244 , a4bcb29f771d1c2d30ee80fd4b14feb1 , c98640e7167847a4377b3e434ba1d9a5
245 , cc707dff6ed1cac58be50a311b44e47b , dff3fe3a6e35e5090fff027d5b640bed
246 , 3a30c8b30adfa6b672fec3a1d462b6d3 , a758c874797f065ced4f2d89390c95a5
247 , 86628ab2e70362821618b6a3cbad5f7a , b14aebdd88e74961524250af17f92068
248 , 1a434811b8fe68d7ab0cffb2a9a25dbd , a0cc2da940eba9201d51aeef5b5e37f7
249 , 5b1e994ff0c8b2debc3c4dc39d9d4835 , 8b451acb670883e7ff83647e7f324078
250 , b3a116c2248bb8e5c5ee45c2270c2189 , b9aba05dd343b220e78adcdfb8cd5843
251 , 469588e232b505b963eb8e4e67ca06d6 , c41cb73bf0451c15030439f1525dea7e
252 , 5593f7175e78ddf3adea7174e07aba7d , fbe7f19fb00461d3bf67043b0da7fc8d
253 , 2b6faea518f7bd5c72110bb18ee63489 , a034204ce35dde952fea60410b4e4f50
254 , 0a5ae2107d67ab8d05550a10b5997aa4 , b966e81460bf1f194c71bb494d31d650
255 , 5e3bddbdd178839c39734bae6b05513b , 83cdfbd858073d60ff0bb0093ed4a2e6
256 , b05f648016995a6c8d30bb5da97b41ce , dcc632a277175d9cf8536ad5b6fb2697
257 , 57485cf8144b6dae05ca0b92c40acbb3 , c0b687202212eef41c5ced2859c0e0be
258 , 5ad13ee2237af6ff4222abe8684b6c57 , f64d52299f425da5823c25987c5c3be8
259 , 2e868657b9a2c908371f7a1bde4ed664 , da4cdc71e0c78c1a144adac2818f0318
260 , 68f96274d9b357172c1ee94d0adf20a7 , aaf51ca9c39ae3a67b0214ce8361aea9
261 , a3f252538f1ad058bc2db1ad19a00e31 , b9e58c44baf2798eec23f4159f4838c2
262 , 00af0c2e05a8a01269a4171029dc57d3 , 8db7c4ace54a1f29664b1bbc80f7515a
263 , 27f2b047e9b3e3d6c269d12cc2c214b5 , 5599e61c6b5276e8a116018c64547c9a
264 , 467eb5d76477170a281eb13494857bbb , 9a6c3f6c22a6572fdc51350be8671428
265 , 7cb6778e2a71db2d133c200f27b173af , cb556162107addd57402ec9e4b153c95
266 , 2cae050fa053ccc280f946ba18825682 , 640778db7d54fbfdc35564949768c5e0
267 , 27f42d60031fa5bc4034e1317964a2d5 , daab3d48131923a333e32e5199405c08
268 , f40aa434dca2dee82cc2364547cd2dc9 , f43bf7731e8912c22b395e01e01c0eb5
269 , 647279cee9edffae2d95e0b7a6a524fd , c0904e1a1bcfbb3f77604b33410a44c6
270 , 7e3774afec21a5c9ef4510881edbd7eb , e2b52d01dc0f07a26de8c6f2a4a44576
271 , 41b29ab4e21786b5c36d88e45bb3bf60 , 597e0cc5a870872639749de8834f8de8
272 , 32f996c62195aa02944e79393ff2fb6d , c85ef115f8f9b6cbaca4425468e436dd
273 , 1ff702c548374eee85eb0377445ab6f3 , b976eea2f4f1c838b326270954fed3ed
274 , 25ca81923791f7105d269029fb89fcf6 , 65a034c5c1e39d78c8371019b8af6a05
275 , 78bbc4282eea35b8aa7b4200a2a454a7 , be3d2f2dc31e6d38838dbb8285820af3
276 , 0f186a197b2eed0856904cba03d485fe , ebdbc0ad2dce867ab0436e28929b96f3
277 , 3442ecff44fe7ea17756c7a6e216dc86 , 642b0ae29f9e71bfcfb94c7438e9b08c
278 , 0cf792946c0afcf4ce5563707f3c68f7 , a189038cbf27aa264c2dd40c38799f6a
279 , b9871e3e08a9db98aaa42bf321ed0f1a , f06560390e1d1c2251b77ff7e960f6d1
280 , 68e975bab17840b541c1b66f58e9b64e , f1775feb4bef30a5e66b302ca5c4cf4f
281 , 370a94de1961b98b7eda3dfb1f08cbe1 , 54d07efce4116320091ee56bd0d6af0d
282 , 1c763a3ea2c1cda8f23b1e642bb690ce , dddc8ebe7117f716bf558474f9e069ed
283 , 353cc88d90b265fec1727e9f0b1fa20f , 5adf418a13e305ab12929d4643503b49
284 , 0f1247b2a7bcef5ffe1902f64b7b4d3b , ca0b18ef8945c8b871309048a96dd454
